sector,t_skills,m_skills,s_skills,s_activas,afinidad_t,afinidad_m,t_min,t_max,t_avg,clase_fatiga
8,"[0, 6, 4, 10, 4, 4, 2, 8, 6, 7, 2, 0, 5, 10, 7, 10, 6, 6, 10, 1]","[1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 4, 4, 6, 5, 4, 5, 3, 8, 6, 9]","[9, 10, 1, 0, 6, 1, 3, 0, 1, 8, 6, 4, 3, 6, 1, 1, 2, 7, 2, 8]",24,0.27902375100773313,0.2572806053705301,7,46,26.994369934816422,3
1,"[0, 10, 5, 1, 4, 1, 0, 6, 5, 1, 3, 4, 4, 6, 6, 10, 6, 2, 10, 3]","[0, 2, 0, 2, 2, 0, 0, 0, 2, 2, 2, 7, 10, 7, 0, 1, 3, 4, 5, 4]","[5, 9, 6, 9, 7, 9, 1, 5, 0, 8, 2, 0, 10, 0, 4, 3, 3, 0, 7, 7]",13,0.8682170116659382,0.8586543204926584,8,54,32.868917485270316,0
23,"[9, 2, 6, 8, 1, 9, 7, 7, 1, 1, 2, 10, 6, 9, 6, 8, 0, 5, 2, 7]","[1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 2, 2, 4, 6, 2, 5, 3, 5, 2, 1]","[5, 0, 6, 2, 8, 10, 7, 7, 10, 8, 0, 6, 2, 3, 2, 6, 4, 7, 3, 7]",27,0.15287218288610865,0.15242553029482556,10,50,30.993872353121542,4
4,"[5, 6, 2, 4, 10, 3, 2, 0, 0, 2, 0, 5, 4, 6, 5, 4, 7, 4, 9, 8]","[1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 10, 5, 7, 6, 1, 2, 1, 1, 2, 4]","[9, 1, 8, 8, 10, 3, 6, 7, 7, 9, 7, 6, 7, 4, 6, 3, 0, 5, 0, 9]",24,0.6354613023929573,0.6942287823585563,7,57,30.58164899861208,1
6,"[4, 1, 6, 5, 7, 2, 9, 0, 3, 10, 1, 7, 0, 3, 0, 4, 8, 0, 0, 2]","[1, 0, 2, 0, 0, 0, 1, 1, 1, 0, 7, 0, 10, 7, 6, 2, 8, 7, 1, 4]","[8, 2, 6, 4, 1, 6, 0, 0, 7, 6, 9, 6, 2, 2, 5, 3, 3, 0, 7, 8]",10,0.43503831490890754,0.24894257546895743,1,22,12.938230685059578,3
9,"[8, 9, 6, 7, 10, 5, 5, 9, 6, 0, 8, 8, 0, 7, 1, 6, 10, 7, 2, 6]","[0, 0, 0, 2, 1, 0, 0, 0, 0, 2, 1, 4, 4, 2, 6, 2, 2, 7, 8, 2]","[7, 3, 8, 6, 8, 3, 5, 2, 0, 4, 10, 5, 2, 0, 5, 7, 7, 6, 9, 6]",14,0.1429117934485966,0.368048584980998,2,45,23.71245700330439,3
15,"[0, 1, 3, 5, 3, 8, 2, 2, 0, 10, 6, 4, 9, 7, 1, 3, 6, 6, 7, 9]","[1, 1, 1, 0, 0, 1, 2, 0, 0, 0, 8, 5, 9, 9, 2, 10, 7, 10, 5, 7]","[2, 6, 2, 8, 0, 2, 3, 8, 2, 0, 1, 2, 4, 8, 7, 3, 8, 1, 8, 4]",29,0.9355323314190738,0.8730599007940818,2,19,11.330217993170063,0
16,"[6, 8, 1, 6, 4, 2, 6, 6, 0, 5, 7, 4, 1, 2, 4, 4, 4, 7, 8, 3]","[0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 5, 10, 3, 0, 1, 3, 6, 3, 2, 8]","[6, 5, 2, 6, 4, 2, 6, 7, 8, 0, 0, 7, 7, 0, 0, 3, 5, 3, 7, 8]",10,0.3574980159484793,0.5179251802797972,4,55,29.599957052560637,2
5,"[8, 8, 9, 4, 7, 4, 9, 2, 9, 2, 2, 8, 0, 9, 2, 7, 4, 7, 2, 0]","[2, 0, 0, 1, 2, 0, 1, 1, 0, 2, 2, 6, 0, 4, 8, 1, 6, 6, 8, 0]","[0, 3, 0, 0, 8, 5, 6, 0, 9, 5, 3, 3, 0, 4, 6, 1, 7, 2, 8, 4]",11,0.3433768915842526,0.4365666930823522,4,52,25.9138477504361,3
22,"[4, 10, 6, 9, 4, 7, 7, 2, 4, 9, 7, 2, 1, 7, 1, 8, 4, 1, 7, 10]","[0, 0, 0, 1, 2, 0, 0, 2, 2, 1, 2, 2, 2, 10, 3, 7, 7, 8, 3, 8]","[2, 6, 2, 3, 0, 6, 7, 6, 7, 4, 10, 0, 0, 4, 0, 5, 1, 7, 3, 8]",17,1.0349859094542824,0.9729928850845787,2,25,14.10821950780515,0
3,"[10, 7, 6, 6, 2, 3, 10, 1, 4, 7, 7, 2, 6, 10, 1, 5, 4, 0, 4, 5]","[2, 0, 0, 1, 2, 2, 0, 2, 2, 0, 5, 6, 5, 0, 8, 7, 3, 2, 7, 2]","[10, 9, 4, 6, 8, 7, 2, 1, 7, 7, 5, 3, 3, 0, 0, 8, 6, 0, 9, 6]",17,-0.00742477275526314,0.21169186551923325,6,27,16.053289095866663,4
7,"[6, 0, 6, 1, 3, 8, 9, 9, 10, 6, 7, 0, 6, 3, 8, 4, 10, 6, 6, 5]","[2, 1, 0, 0, 0, 0, 1, 0, 1, 0, 7, 10, 2, 5, 6, 9, 4, 9, 6, 5]","[1, 7, 7, 2, 5, 9, 6, 5, 3, 5, 7, 10, 3, 5, 9, 4, 1, 9, 9, 5]",28,0.71685041412621,0.6657533503483586,8,53,31.40981635158776,1
1,"[1, 3, 6, 2, 7, 7, 1, 7, 0, 7, 0, 10, 8, 8, 4, 2, 5, 0, 6, 3]","[0, 2, 0, 1, 2, 2, 1, 0, 0, 0, 8, 0, 7, 0, 0, 0, 3, 1, 3, 7]","[2, 8, 5, 6, 2, 2, 6, 0, 9, 7, 6, 10, 3, 5, 0, 3, 9, 5, 4, 8]",22,0.29055584318267924,0.4386715378684471,4,49,26.52655006269267,4
2,"[2, 3, 6, 3, 6, 5, 7, 4, 9, 8, 1, 1, 2, 1, 8, 2, 7, 0, 4, 3]","[1, 0, 0, 2, 0, 2, 0, 0, 1, 0, 7, 5, 1, 6, 1, 9, 6, 0, 1, 8]","[0, 6, 7, 7, 0, 2, 0, 7, 4, 3, 1, 8, 9, 7, 1, 7, 9, 2, 9, 7]",29,0.30380727708615635,0.2604240229286805,-1,40,19.066206301695484,3
12,"[0, 2, 2, 8, 4, 10, 0, 1, 4, 5, 6, 9, 3, 5, 10, 2, 4, 1, 3, 0]","[2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 2, 6, 8, 7, 7, 2, 7, 0, 3, 5]","[7, 5, 5, 7, 4, 5, 0, 6, 3, 4, 3, 5, 10, 8, 9, 1, 5, 7, 3, 9]",18,0.5861629593393453,0.8506056396384465,8,44,27.209056256259213,1
4,"[4, 9, 0, 10, 9, 5, 0, 4, 8, 0, 6, 9, 5, 3, 10, 8, 5, 4, 7, 5]","[1, 2, 1, 0, 0, 0, 2, 0, 0, 2, 6, 0, 4, 5, 7, 3, 2, 3, 10, 0]","[7, 2, 6, 0, 8, 4, 7, 7, 0, 10, 5, 7, 6, 9, 0, 5, 8, 1, 3, 5]",16,0.7357069848177007,0.6134214969847077,11,61,32.933019426382884,1
23,"[8, 4, 0, 0, 0, 3, 6, 5, 5, 5, 10, 1, 4, 5, 8, 0, 2, 10, 5, 3]","[2, 0, 1, 2, 0, 2, 0, 0, 0, 1, 2, 3, 8, 3, 1, 6, 2, 3, 8, 8]","[6, 7, 0, 1, 9, 9, 9, 5, 8, 5, 7, 2, 8, 5, 3, 5, 2, 7, 0, 7]",29,0.06252188369847078,0.053854915369703535,9,31,19.360161907468733,2
19,"[2, 10, 9, 5, 8, 2, 6, 3, 3, 10, 7, 7, 0, 7, 8, 0, 4, 0, 9, 0]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 9, 2, 10, 7, 3, 3, 3, 0, 8]","[2, 3, 4, 4, 3, 2, 5, 7, 10, 9, 8, 3, 6, 8, 4, 0, 6, 6, 1, 6]",21,0.6096343612542083,0.6430362248193349,11,57,33.44821263016237,2
23,"[7, 5, 9, 6, 0, 8, 4, 7, 5, 0, 0, 0, 9, 10, 6, 9, 3, 4, 8, 3]","[0, 1, 0, 1, 1, 0, 2, 0, 0, 2, 10, 3, 4, 8, 3, 1, 10, 0, 4, 10]","[7, 5, 0, 2, 0, 2, 5, 3, 4, 10, 1, 4, 2, 4, 2, 1, 4, 8, 8, 2]",19,0.165333131252422,0.10798345353237682,3,59,31.335755612091837,4
21,"[7, 6, 4, 0, 7, 5, 10, 6, 9, 2, 3, 5, 9, 7, 2, 4, 6, 6, 4, 2]","[0, 1, 0, 0, 2, 0, 2, 0, 0, 0, 10, 5, 5, 2, 4, 1, 2, 7, 2, 10]","[7, 6, 8, 8, 4, 3, 9, 8, 6, 7, 1, 4, 1, 0, 10, 7, 4, 3, 8, 3]",24,0.43544057319166324,0.4177073703040104,4,30,15.894508937619117,3
11,"[3, 2, 2, 4, 4, 9, 7, 3, 5, 9, 0, 10, 8, 10, 6, 0, 7, 7, 9, 10]","[2, 2, 0, 2, 0, 0, 0, 1, 0, 2, 4, 7, 10, 2, 4, 5, 9, 9, 4, 0]","[7, 5, 5, 9, 4, 1, 1, 7, 5, 0, 6, 0, 0, 4, 10, 2, 0, 1, 4, 0]",29,0.1995467582262292,0.3100967223795761,11,30,19.058851045433514,3
5,"[2, 2, 2, 7, 0, 2, 0, 2, 6, 6, 0, 6, 3, 10, 3, 4, 5, 10, 5, 6]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 6, 5, 3, 4, 5, 1, 8, 10, 3, 3]","[2, 5, 1, 9, 8, 4, 7, 0, 7, 2, 8, 7, 4, 8, 2, 7, 0, 0, 10, 6]",19,0.4464303413916943,0.4637257434058672,3,55,28.09785660836109,2
7,"[2, 6, 0, 3, 0, 2, 7, 8, 3, 5, 3, 1, 7, 6, 2, 7, 3, 6, 8, 6]","[0, 0, 2, 0, 2, 1, 1, 0, 2, 2, 6, 1, 6, 0, 7, 5, 2, 2, 9, 3]","[1, 4, 8, 4, 0, 4, 1, 4, 8, 1, 7, 2, 6, 10, 8, 2, 0, 7, 4, 3]",28,0.49295457708815815,0.40037523224322585,3,47,24.297698051089647,2
17,"[2, 10, 8, 8, 3, 3, 1, 1, 2, 3, 9, 2, 6, 6, 2, 8, 1, 6, 1, 0]","[0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 7, 3, 5, 4, 9, 0, 10, 3, 2, 0]","[7, 0, 8, 8, 9, 3, 5, 2, 0, 2, 0, 5, 9, 2, 6, 7, 2, 4, 2, 0]",16,0.08413815784609935,0.0016904581023560322,9,43,26.175229838009372,4
6,"[1, 4, 1, 2, 1, 0, 2, 1, 2, 8, 3, 6, 4, 8, 10, 4, 0, 4, 10, 3]","[2, 0, 1, 1, 2, 0, 1, 0, 0, 0, 8, 4, 5, 2, 5, 1, 4, 6, 8, 8]","[3, 0, 2, 2, 7, 10, 2, 7, 4, 4, 6, 3, 7, 2, 1, 0, 5, 2, 9, 10]",11,0.9867296479952665,1.0083513986495556,5,29,15.622432208125307,0
12,"[6, 5, 1, 2, 0, 5, 3, 6, 1, 9, 10, 5, 4, 2, 9, 7, 2, 5, 1, 4]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 10, 5, 4, 9, 2, 2, 4, 6, 2]","[5, 8, 6, 1, 0, 1, 6, 7, 7, 6, 4, 3, 6, 4, 2, 1, 6, 8, 7, 6]",22,0.12256158515183166,0.030547578165698815,8,29,16.96902002069971,4
10,"[5, 0, 2, 5, 10, 3, 5, 3, 6, 0, 8, 5, 1, 2, 5, 3, 5, 3, 1, 2]","[2, 0, 2, 2, 0, 1, 1, 0, 0, 0, 5, 5, 5, 0, 0, 4, 5, 8, 0, 5]","[0, 7, 1, 10, 4, 6, 0, 9, 8, 8, 0, 2, 8, 3, 1, 5, 1, 4, 9, 4]",29,0.36412085577505493,0.2239497979214204,9,38,23.365660014778427,3
8,"[0, 5, 8, 4, 2, 2, 2, 6, 6, 1, 7, 3, 3, 5, 7, 3, 1, 4, 4, 0]","[0, 1, 2, 1, 1, 0, 1, 0, 1, 0, 10, 2, 5, 9, 7, 5, 4, 5, 7, 6]","[3, 4, 8, 0, 0, 6, 0, 5, 4, 7, 0, 4, 6, 10, 7, 5, 3, 6, 9, 7]",20,0.6352954957877336,0.7993698305357071,7,48,28.81705821623991,2
11,"[3, 4, 1, 6, 10, 2, 7, 10, 2, 5, 8, 3, 10, 8, 10, 8, 7, 0, 6, 0]","[2, 1, 1, 0, 0, 1, 1, 2, 2, 0, 7, 9, 8, 8, 0, 3, 2, 5, 8, 5]","[4, 5, 0, 10, 4, 8, 1, 3, 6, 6, 9, 6, 2, 10, 1, 3, 1, 5, 6, 7]",30,0.6462111732680708,0.7529835759726189,5,52,28.84984745281878,1
4,"[1, 7, 6, 1, 9, 5, 6, 7, 6, 3, 3, 2, 8, 4, 0, 2, 4, 9, 4, 0]","[0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 6, 7, 10, 4, 9, 9, 8, 7, 6, 1]","[2, 1, 8, 3, 7, 0, 3, 2, 3, 2, 7, 6, 1, 10, 2, 1, 8, 1, 6, 6]",13,0.40335732943302327,0.41542458626662504,8,23,17.500773483340552,3
24,"[6, 5, 5, 2, 6, 0, 9, 0, 0, 1, 3, 6, 5, 0, 5, 4, 6, 8, 2, 3]","[0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 8, 4, 5, 6, 1, 2, 10, 4, 0, 3]","[8, 1, 4, 4, 2, 3, 3, 1, 3, 7, 2, 3, 5, 4, 2, 9, 5, 3, 4, 3]",15,0.9283508548176773,1.0233355227213439,7,25,14.479713452028617,0
22,"[7, 7, 9, 6, 2, 2, 1, 5, 5, 5, 1, 7, 4, 6, 4, 7, 2, 4, 5, 9]","[0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 9, 2, 6, 8, 7, 5, 3, 0, 4, 0]","[6, 3, 8, 8, 4, 5, 0, 0, 2, 4, 7, 9, 4, 4, 0, 9, 0, 3, 10, 6]",20,0.24400196980229885,0.19224867296260942,2,41,21.91467763915089,4
21,"[2, 0, 3, 5, 2, 2, 3, 0, 3, 9, 10, 8, 10, 1, 5, 4, 3, 8, 4, 0]","[1, 0, 1, 0, 1, 0, 2, 1, 0, 1, 4, 8, 4, 2, 9, 6, 9, 3, 1, 4]","[4, 8, 4, 5, 5, 2, 7, 7, 3, 8, 4, 7, 5, 7, 7, 1, 2, 3, 7, 3]",28,0.15762629006425039,0.17497606838705337,6,48,26.772970100534415,4
7,"[4, 4, 2, 4, 0, 4, 2, 5, 8, 4, 3, 4, 8, 7, 1, 0, 3, 4, 6, 9]","[0, 0, 2, 1, 0, 0, 1, 1, 2, 0, 8, 10, 3, 2, 3, 3, 0, 8, 7, 2]","[6, 7, 9, 2, 0, 3, 8, 10, 4, 5, 9, 7, 0, 5, 5, 3, 10, 6, 1, 2]",29,0.044101320247412465,0.07278548148794019,4,54,30.83977190035175,4
16,"[8, 8, 0, 5, 3, 5, 6, 0, 6, 7, 0, 5, 2, 5, 7, 9, 4, 9, 6, 7]","[0, 0, 1, 2, 0, 0, 0, 0, 0, 2, 4, 5, 2, 3, 1, 2, 7, 5, 0, 1]","[2, 3, 6, 4, 9, 9, 7, 9, 2, 9, 8, 1, 10, 4, 5, 0, 9, 5, 10, 0]",12,1.0600769633112608,1.0296855050797882,1,45,25.110385929015234,0
19,"[5, 0, 1, 8, 2, 5, 7, 5, 6, 4, 5, 5, 7, 0, 1, 2, 6, 6, 7, 4]","[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 8, 1, 6, 3, 9, 1, 5, 2, 7, 0]","[8, 8, 10, 0, 6, 4, 2, 1, 4, 10, 7, 4, 7, 1, 3, 0, 4, 8, 5, 5]",27,0.23235020187330252,0.3120580658495401,5,31,19.186715212370697,3
0,"[5, 0, 7, 8, 10, 8, 2, 7, 1, 7, 3, 6, 1, 0, 1, 10, 0, 7, 1, 4]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 1, 9, 7, 10, 0, 0, 5, 10]","[0, 8, 7, 9, 2, 10, 5, 8, 5, 1, 3, 1, 5, 3, 2, 9, 0, 0, 8, 8]",23,0.42940081362138616,0.5380899231576388,1,50,26.629633802302394,2
5,"[7, 9, 2, 4, 2, 1, 3, 3, 2, 2, 3, 0, 7, 5, 4, 6, 9, 1, 6, 10]","[0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 8, 3, 10, 0, 6, 6, 2, 2, 6, 1]","[9, 3, 2, 4, 10, 5, 3, 7, 0, 4, 0, 4, 10, 10, 10, 4, 3, 1, 2, 8]",18,0.36833885650861753,0.4784169963315847,9,51,29.9614898422853,2
5,"[9, 6, 0, 8, 1, 7, 7, 8, 7, 3, 1, 5, 3, 8, 5, 5, 5, 0, 4, 7]","[0, 0, 0, 2, 0, 0, 2, 1, 1, 1, 5, 10, 3, 1, 8, 2, 8, 5, 6, 3]","[9, 8, 8, 9, 1, 3, 2, 6, 9, 6, 2, 6, 2, 10, 7, 7, 7, 5, 3, 3]",28,-0.02609995755128148,0.10332770965691104,6,54,28.051307702064687,4
3,"[7, 6, 10, 2, 1, 2, 2, 0, 0, 2, 1, 4, 9, 3, 10, 0, 4, 8, 9, 8]","[0, 0, 0, 1, 2, 0, 0, 1, 1, 0, 8, 6, 1, 2, 6, 0, 1, 3, 1, 4]","[4, 9, 7, 5, 4, 7, 5, 2, 0, 8, 6, 10, 8, 5, 4, 10, 5, 2, 10, 2]",13,0.535188803792625,0.3910971886800381,8,54,30.134313942364983,2
3,"[0, 9, 5, 5, 3, 7, 0, 9, 8, 1, 4, 10, 10, 2, 1, 5, 6, 10, 8, 4]","[0, 0, 2, 2, 0, 0, 0, 1, 0, 1, 5, 5, 3, 4, 3, 7, 4, 6, 10, 8]","[3, 2, 5, 6, 6, 5, 0, 9, 6, 1, 5, 7, 3, 7, 0, 1, 2, 5, 0, 1]",14,0.4727445285620342,0.41834632449800957,4,27,14.465356075778828,2
3,"[0, 6, 8, 7, 5, 3, 4, 7, 2, 3, 3, 6, 2, 2, 4, 2, 1, 2, 4, 7]","[0, 0, 1, 0, 2, 2, 1, 0, 0, 1, 2, 5, 3, 3, 8, 1, 6, 0, 9, 8]","[0, 0, 7, 3, 2, 5, 3, 2, 9, 2, 7, 1, 3, 1, 8, 4, 0, 7, 5, 2]",30,0.8184130016271673,0.7930094585174005,2,53,27.765407552694008,0
12,"[4, 8, 4, 2, 1, 10, 7, 3, 8, 10, 10, 5, 5, 5, 0, 3, 10, 7, 0, 2]","[1, 2, 2, 2, 0, 1, 1, 0, 0, 2, 4, 1, 4, 3, 3, 1, 10, 7, 7, 7]","[2, 9, 0, 9, 5, 3, 10, 7, 8, 4, 5, 3, 3, 6, 10, 3, 8, 9, 0, 7]",16,0.49811713056920826,0.6490033210264003,1,54,28.362449601773378,2
5,"[2, 9, 1, 1, 5, 5, 7, 1, 8, 6, 4, 1, 4, 10, 1, 9, 1, 2, 0, 8]","[1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 6, 8, 8, 0, 4, 2, 1, 4, 5]","[7, 2, 4, 5, 7, 6, 10, 7, 10, 4, 2, 6, 9, 0, 0, 7, 3, 8, 4, 6]",27,0.45900583418186675,0.52478852290574,7,43,25.25063081411684,2
18,"[1, 3, 5, 1, 5, 0, 3, 3, 8, 6, 9, 7, 4, 9, 8, 5, 3, 0, 6, 6]","[0, 1, 2, 1, 0, 2, 2, 0, 1, 0, 1, 1, 4, 4, 8, 5, 1, 5, 1, 8]","[1, 0, 5, 7, 8, 3, 10, 8, 3, 5, 8, 5, 2, 0, 6, 0, 7, 9, 6, 10]",20,0.3233298414054801,0.18898892479329227,7,25,15.532936859529476,3
16,"[10, 2, 2, 5, 4, 5, 6, 6, 0, 2, 0, 5, 6, 8, 10, 6, 0, 4, 9, 2]","[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 5, 10, 7, 5, 9, 3, 3, 2, 7, 6]","[4, 0, 9, 2, 5, 3, 9, 9, 3, 6, 4, 3, 9, 10, 8, 5, 8, 3, 5, 7]",29,0.2804801816021389,0.3720996000618224,1,33,16.433108600843106,3
6,"[2, 2, 1, 7, 0, 3, 0, 7, 1, 3, 8, 7, 8, 10, 6, 0, 9, 7, 6, 0]","[2, 0, 0, 0, 0, 2, 2, 2, 0, 2, 5, 5, 3, 3, 4, 10, 6, 6, 6, 2]","[6, 4, 5, 4, 1, 5, 3, 4, 0, 0, 5, 5, 9, 8, 6, 7, 1, 0, 2, 8]",22,0.8137531455720879,0.7960979231093872,10,38,24.805925610482547,0
2,"[9, 9, 9, 5, 5, 3, 5, 5, 1, 6, 8, 4, 3, 2, 4, 1, 7, 9, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 6, 10, 4, 10, 7, 5, 3]","[9, 3, 8, 3, 0, 7, 8, 8, 5, 2, 2, 7, 9, 10, 6, 4, 3, 7, 0, 7]",24,0.01315803794122993,0.08150813389932299,-1,27,12.482605336698224,4
15,"[4, 8, 4, 4, 5, 7, 1, 0, 7, 6, 0, 8, 0, 6, 10, 6, 0, 9, 9, 6]","[0, 0, 2, 2, 2, 0, 0, 2, 0, 0, 8, 6, 6, 9, 4, 0, 3, 9, 7, 9]","[1, 8, 3, 4, 2, 3, 7, 1, 7, 1, 9, 7, 7, 9, 0, 1, 7, 10, 7, 5]",16,0.18178569411209794,0.16231698717014956,5,29,17.898720389543204,4
24,"[0, 0, 1, 9, 2, 10, 0, 7, 0, 4, 7, 7, 3, 2, 5, 0, 0, 7, 8, 4]","[0, 2, 0, 1, 1, 1, 0, 1, 0, 0, 4, 10, 5, 3, 10, 2, 2, 7, 2, 3]","[7, 4, 0, 0, 3, 4, 4, 5, 2, 2, 3, 3, 4, 2, 4, 1, 7, 6, 4, 9]",18,0.18843169625917125,0.12143928523893377,4,32,16.824417378787782,4
8,"[7, 9, 4, 2, 3, 10, 3, 3, 2, 7, 4, 4, 7, 2, 3, 8, 6, 9, 0, 6]","[2, 2, 2, 0, 0, 0, 0, 0, 0, 1, 9, 6, 2, 3, 5, 4, 7, 3, 1, 3]","[2, 10, 6, 2, 4, 8, 6, 8, 6, 9, 6, 0, 8, 7, 7, 5, 1, 5, 6, 1]",24,0.5236553650366229,0.6603432216284011,2,45,21.217386122888666,2
16,"[4, 3, 5, 4, 2, 6, 0, 8, 7, 7, 0, 3, 7, 8, 6, 4, 5, 9, 8, 4]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 7, 3, 0, 5, 2, 10, 8, 10, 6]","[8, 8, 6, 7, 2, 9, 0, 6, 9, 1, 1, 1, 4, 4, 6, 7, 5, 3, 4, 8]",17,0.04015120043923057,0.016189500877974185,4,42,23.3076243720031,4
19,"[3, 2, 0, 3, 6, 2, 1, 5, 4, 5, 10, 1, 5, 0, 2, 7, 0, 3, 3, 6]","[1, 1, 1, 2, 1, 0, 1, 0, 2, 0, 8, 6, 0, 10, 2, 5, 6, 6, 0, 4]","[1, 7, 8, 0, 3, 2, 0, 2, 0, 3, 7, 0, 7, 3, 8, 6, 7, 7, 8, 4]",20,0.40950736692222445,0.3429053412536848,6,21,14.531744788033546,3
12,"[3, 0, 3, 1, 5, 5, 7, 0, 7, 3, 0, 2, 2, 7, 0, 1, 6, 6, 5, 2]","[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 2, 3, 5, 2, 6, 5, 8, 7, 2, 2]","[0, 0, 8, 6, 6, 7, 0, 6, 6, 10, 3, 3, 7, 7, 2, 8, 6, 6, 7, 3]",17,0.798379063413147,0.6562791985660609,3,51,24.41124528683942,1
20,"[7, 8, 0, 1, 4, 7, 3, 2, 2, 10, 0, 2, 4, 7, 7, 0, 3, 0, 5, 2]","[2, 1, 2, 0, 0, 2, 0, 1, 2, 1, 8, 1, 0, 6, 2, 9, 7, 10, 2, 6]","[10, 4, 7, 4, 4, 4, 0, 0, 6, 4, 5, 7, 5, 0, 1, 3, 4, 0, 4, 8]",23,0.14312821514687368,0.13357190868707108,2,44,23.255533114332778,4
0,"[2, 2, 7, 0, 2, 9, 9, 0, 3, 5, 3, 1, 0, 0, 6, 10, 3, 1, 8, 6]","[0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 1, 4, 10, 10, 0, 5, 0, 8, 8, 2]","[3, 2, 0, 0, 0, 9, 1, 8, 4, 8, 2, 2, 7, 6, 6, 8, 1, 0, 8, 8]",30,0.6792449447952873,0.6573967281198694,8,39,21.823076581081917,1
5,"[0, 0, 6, 7, 1, 3, 8, 6, 3, 6, 3, 2, 1, 1, 8, 9, 10, 4, 7, 7]","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 6, 5, 7, 8, 2, 6, 1, 5, 0, 5]","[3, 4, 6, 1, 2, 3, 1, 7, 4, 3, 8, 6, 2, 1, 8, 4, 1, 8, 3, 8]",26,0.6026980433357413,0.5705327019757976,6,50,30.077595294743933,1
17,"[8, 9, 3, 5, 5, 5, 6, 2, 7, 9, 1, 5, 6, 8, 10, 5, 8, 10, 0, 3]","[1, 1, 2, 2, 0, 0, 2, 0, 2, 0, 4, 3, 3, 8, 5, 1, 7, 9, 3, 6]","[5, 8, 8, 6, 8, 1, 5, 6, 7, 8, 0, 9, 0, 8, 5, 3, 8, 7, 6, 1]",25,0.9045247698439224,0.9873831980171474,1,39,21.20896469131887,0
5,"[4, 7, 5, 4, 0, 9, 6, 9, 9, 2, 8, 0, 6, 3, 9, 5, 5, 3, 3, 8]","[0, 1, 0, 0, 2, 2, 0, 0, 0, 2, 3, 7, 5, 4, 6, 7, 7, 0, 8, 5]","[9, 8, 8, 8, 4, 7, 6, 7, 4, 2, 3, 10, 8, 0, 2, 10, 2, 7, 1, 7]",24,0.5155758394656293,0.5663916799388329,5,42,24.961153523320085,2
14,"[4, 2, 9, 2, 2, 2, 9, 8, 1, 4, 3, 5, 4, 1, 1, 5, 3, 10, 5, 7]","[0, 0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 6, 6, 5, 1, 1, 10, 3, 5]","[8, 10, 5, 7, 1, 0, 0, 9, 5, 7, 5, 3, 0, 5, 0, 8, 6, 0, 1, 5]",10,0.8421559379336386,0.8529659459950731,4,20,11.37423935512758,0
5,"[2, 10, 3, 5, 6, 4, 5, 9, 1, 0, 1, 6, 10, 8, 3, 6, 0, 0, 8, 4]","[0, 0, 0, 2, 0, 2, 1, 0, 0, 0, 2, 0, 10, 2, 10, 0, 6, 2, 3, 4]","[7, 9, 5, 6, 5, 1, 5, 2, 4, 10, 10, 3, 5, 1, 5, 0, 9, 10, 5, 7]",19,0.16646175840920224,0.014881650501562753,-1,58,30.840923428965525,2
15,"[4, 7, 6, 3, 6, 6, 8, 3, 10, 5, 3, 7, 7, 5, 7, 10, 5, 2, 3, 10]","[0, 0, 1, 0, 1, 0, 1, 2, 0, 2, 8, 3, 7, 0, 8, 6, 2, 2, 2, 0]","[1, 9, 5, 0, 9, 2, 2, 5, 0, 3, 5, 2, 9, 1, 2, 8, 4, 8, 3, 7]",28,0.36209624685335234,0.3662547774503595,-1,39,19.373914439173543,3
8,"[10, 0, 8, 2, 10, 5, 9, 0, 0, 3, 8, 10, 2, 8, 3, 4, 2, 7, 0, 7]","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 5, 1, 3, 4, 0, 3, 4, 7, 5, 5]","[8, 9, 0, 2, 9, 4, 9, 3, 10, 10, 5, 7, 1, 1, 8, 10, 1, 0, 9, 5]",15,0.40237545858846563,0.5024667948086278,1,40,21.621814153478997,2
